Extract Name	Comment [TCGA Barcode]	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [Genome reference]
667ea2d8-88a1-459f-903c-a8f0c9712779	TCGA-D5-6531-01A-11D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-D5-6531-01A-11D-1721-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-D5-6531-01A-11D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-D5-6531-01A-11D-1721-05	6042308158_R05C02_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-D5-6531-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-D5-6531-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-D5-6531-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-D5-6531-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
f28007e7-38f9-4fd8-8b47-58f3541db33e	TCGA-AA-3660-01A-01D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AA-3660-01A-01D-1721-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AA-3660-01A-01D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AA-3660-01A-01D-1721-05	6042308158_R06C02_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3660-01A-01D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-AA-3660-01A-01D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3660-01A-01D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AA-3660-01A-01D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
f28007e7-38f9-4fd8-8b47-58f3541db33e	TCGA-AA-3660-01A-01D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AA-3660-01A-01D-1721-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AA-3660-01A-01D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AA-3660-01A-01D-1721-05	6042308158_R06C02_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3660-01A-01D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-AA-3660-01A-01D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3660-01A-01D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AA-3660-01A-01D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
238022fb-3808-4467-ae2c-c35d730083dc	TCGA-D5-6538-01A-11D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-D5-6538-01A-11D-1721-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-D5-6538-01A-11D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-D5-6538-01A-11D-1721-05	6042316015_R01C01_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-D5-6538-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-D5-6538-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-D5-6538-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-D5-6538-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
238022fb-3808-4467-ae2c-c35d730083dc	TCGA-D5-6538-01A-11D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-D5-6538-01A-11D-1721-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-D5-6538-01A-11D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-D5-6538-01A-11D-1721-05	6042316015_R01C01_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-D5-6538-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-D5-6538-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-D5-6538-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-D5-6538-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
63232dc0-8dcf-47cf-89db-da51684c6a32	TCGA-G4-6298-01A-11D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-G4-6298-01A-11D-1721-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-G4-6298-01A-11D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-G4-6298-01A-11D-1721-05	6042316015_R02C01_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G4-6298-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-G4-6298-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G4-6298-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6298-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
63232dc0-8dcf-47cf-89db-da51684c6a32	TCGA-G4-6298-01A-11D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-G4-6298-01A-11D-1721-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-G4-6298-01A-11D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-G4-6298-01A-11D-1721-05	6042316015_R02C01_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G4-6298-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-G4-6298-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G4-6298-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6298-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
d547e3f4-1cd0-42d2-ba07-51f2fa80422b	TCGA-G4-6320-01A-11D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-G4-6320-01A-11D-1721-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-G4-6320-01A-11D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-G4-6320-01A-11D-1721-05	6042316015_R03C01_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G4-6320-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-G4-6320-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G4-6320-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6320-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
d547e3f4-1cd0-42d2-ba07-51f2fa80422b	TCGA-G4-6320-01A-11D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-G4-6320-01A-11D-1721-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-G4-6320-01A-11D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-G4-6320-01A-11D-1721-05	6042316015_R03C01_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G4-6320-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-G4-6320-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G4-6320-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6320-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
39ffa27b-c99f-43cb-949a-eaa258bb7122	TCGA-A6-2675-01A-02D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-A6-2675-01A-02D-1721-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-A6-2675-01A-02D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-A6-2675-01A-02D-1721-05	6042316015_R04C01_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-A6-2675-01A-02D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-A6-2675-01A-02D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-A6-2675-01A-02D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-A6-2675-01A-02D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
39ffa27b-c99f-43cb-949a-eaa258bb7122	TCGA-A6-2675-01A-02D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-A6-2675-01A-02D-1721-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-A6-2675-01A-02D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-A6-2675-01A-02D-1721-05	6042316015_R04C01_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-A6-2675-01A-02D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-A6-2675-01A-02D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-A6-2675-01A-02D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-A6-2675-01A-02D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
a3565456-f456-4f8b-86f6-889cf370a0f2	TCGA-CM-5348-01A-21D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-CM-5348-01A-21D-1721-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-CM-5348-01A-21D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-CM-5348-01A-21D-1721-05	6042316015_R06C01_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-CM-5348-01A-21D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-CM-5348-01A-21D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-CM-5348-01A-21D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-CM-5348-01A-21D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
a3565456-f456-4f8b-86f6-889cf370a0f2	TCGA-CM-5348-01A-21D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-CM-5348-01A-21D-1721-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-CM-5348-01A-21D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-CM-5348-01A-21D-1721-05	6042316015_R06C01_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-CM-5348-01A-21D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-CM-5348-01A-21D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-CM-5348-01A-21D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-CM-5348-01A-21D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
a32cee66-3138-4701-b268-0c4c98a221f9	TCGA-AA-3697-01A-01D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AA-3697-01A-01D-1721-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AA-3697-01A-01D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AA-3697-01A-01D-1721-05	6042316015_R02C02_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3697-01A-01D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-AA-3697-01A-01D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3697-01A-01D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AA-3697-01A-01D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
a32cee66-3138-4701-b268-0c4c98a221f9	TCGA-AA-3697-01A-01D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AA-3697-01A-01D-1721-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AA-3697-01A-01D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AA-3697-01A-01D-1721-05	6042316015_R02C02_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3697-01A-01D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-AA-3697-01A-01D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3697-01A-01D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AA-3697-01A-01D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
1b1b116f-8f7f-40da-8099-1de35415b51a	TCGA-A6-5667-01A-21D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-A6-5667-01A-21D-1721-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-A6-5667-01A-21D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-A6-5667-01A-21D-1721-05	6042316015_R03C02_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-A6-5667-01A-21D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-A6-5667-01A-21D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-A6-5667-01A-21D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-A6-5667-01A-21D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
1b1b116f-8f7f-40da-8099-1de35415b51a	TCGA-A6-5667-01A-21D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-A6-5667-01A-21D-1721-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-A6-5667-01A-21D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-A6-5667-01A-21D-1721-05	6042316015_R03C02_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-A6-5667-01A-21D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-A6-5667-01A-21D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-A6-5667-01A-21D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-A6-5667-01A-21D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
5aa54689-370f-4564-8096-9e267be5342e	TCGA-G4-6317-01A-11D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-G4-6317-01A-11D-1721-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-G4-6317-01A-11D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-G4-6317-01A-11D-1721-05	6042316015_R04C02_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G4-6317-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-G4-6317-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G4-6317-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6317-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
5aa54689-370f-4564-8096-9e267be5342e	TCGA-G4-6317-01A-11D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-G4-6317-01A-11D-1721-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-G4-6317-01A-11D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-G4-6317-01A-11D-1721-05	6042316015_R04C02_Red.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G4-6317-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-G4-6317-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G4-6317-01A-11D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6317-01A-11D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
c5464700-bbfd-4b70-8418-99b916ed339f	TCGA-AA-3713-01A-21D-1721-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AA-3713-01A-21D-1721-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AA-3713-01A-21D-1721-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AA-3713-01A-21D-1721-05	6042316001_R01C01_Grn.idat	jhu-usc.edu_COAD.HumanMethylation450.Level_1.3.9.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3713-01A-21D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-2.TCGA-AA-3713-01A-21D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_2.3.9.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AA-3713-01A-21D-1721-05	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AA-3713-01A-21D-1721-05.txt	jhu-usc.edu_COAD.HumanMethylation450.Level_3.3.9.0	DNA Methylation	Level 3	yes	HG19
